profile_id,fraud_type,is_fraud,m1_score,m1_risk_level,m1_flags,text_risk,m2a_target,combined_risk,combined_rank
689bd0fd-72d3-4715-ace3-ea267edfd0ad,,False,0.0,low,,0.6320921568019571,0,0.6320921568019571,24997.0
6a58c4de-d722-4d79-bcf9-c43b930d7507,,False,0.1336,low,salary_profession,0.6085209080695277,0,0.6608225147514388,9749.0
82d14e04-eb3d-4621-8f3d-42ab49b4d20f,,False,0.0,low,,0.622312639237117,0,0.622312639237117,33236.0
526cfc09-7417-4939-ae2d-e8a05dfccebc,,False,0.0642,low,interaction_sparse_inconsistency,0.6306040678273781,0,0.6543192866728604,11918.0
79bd3f89-8102-4f80-aa64-4debf2ced4bb,,False,0.0711,low,email_quality,0.5778709392822057,0,0.6078843154992408,43341.0
7454c122-79c9-4a4f-b767-ed71e10730d4,,False,0.1149,low,interaction_sparse_inconsistency,0.6133006887994872,0,0.6577324396564261,10695.0
6cd0285c-1aba-4797-b7ef-3417ef896fe5,,False,0.0,low,,0.6146495191442739,0,0.6146495191442739,39226.0
110cf80d-90e8-4951-ab21-f1a6145c316c,,False,0.0,low,,0.6133592895219555,0,0.6133592895219555,40113.0
0b00be4f-23fa-4f20-a88c-4bd394896d35,,False,0.0,low,,0.6301785058560662,0,0.6301785058560662,26534.0
b746d503-39ef-4222-9d48-1bfeb3cc5980,,False,0.4432,medium,salary_profession|education_salary|interaction_sparse_inconsistency,0.6379946547105843,0,0.7984354237428533,371.0
064603a2-33ed-4e86-a7cf-7d3ff849c465,,False,0.1611,low,age_experience,0.6461631278733185,0,0.7031662479729269,3933.0
d3fb873c-ac9f-4cb3-97eb-732352dbe4c8,,False,0.0,low,,0.6211859840912104,0,0.6211859840912104,34191.0
aa700736-22d2-4262-a71a-9ef6105beff2,,False,0.0,low,,0.6628171054414571,0,0.6628171054414571,9214.0
d2494288-5bce-44d5-b680-1686e650e2b7,,False,0.0,low,,0.6418577449674548,0,0.6418577449674548,18210.0
f1ccc7c4-523b-4fab-a1ff-d77d784f0b38,,False,0.0711,low,email_quality,0.5657407415104536,0,0.5966165747890604,46705.0
3cfc15a9-bb1f-4ede-a407-6376d27b754f,,False,0.0,low,,0.5963681153326124,0,0.5963681153326124,46729.0
c5ef453b-3e11-4ca3-8538-c3fb172b7c86,,False,0.0,low,,0.6042175084891861,0,0.6042175084891861,44938.0
6706dcc2-0aed-4cf5-bade-b76693893ddd,,False,0.0,low,,0.6222500344247881,0,0.6222500344247881,33292.0
69f86723-fe51-4d33-a440-6693873d655c,,False,0.0711,low,email_quality,0.6089298390529045,0,0.636734927496243,21565.0
2fdcda2b-869b-4e32-b146-a193eacfb9ab,,False,0.0,low,,0.606690836753259,0,0.606690836753259,43913.0
3fc10ec8-a681-4c7d-99a7-2de287ce3a51,,False,0.0,low,,0.6039934741891853,0,0.6039934741891853,45026.0
0f6bb8b2-839d-441e-aa2d-6d187b273321,,False,0.0,low,,0.6087971298809756,0,0.6087971298809756,42905.0
eae3467c-dec6-4cd5-b19a-961a914535b2,,False,0.0,low,,0.4426092247027267,0,0.4426092247027267,49811.0
1195ef5c-97d3-493d-95f2-7c849ccc23d7,,False,0.0,low,,0.6665868234454636,0,0.6665868234454636,8297.0
ccd3ac52-2c8a-4404-9db5-a79d065257a2,,False,0.0,low,,0.6291230259764975,0,0.6291230259764975,27426.0
2d3ae6e8-f754-4124-9154-3570939aa408,,False,0.0,low,,0.6366481973481843,0,0.6366481973481843,21617.0
dae90863-37f4-47a1-ae27-c544162fef9e,,False,0.0,low,,0.6421996068305018,0,0.6421996068305018,17979.0
9e432bf4-dc84-4c4c-adf0-00c9389b55af,,False,0.1917,low,education_salary,0.6319736755148384,0,0.7025243219186439,3979.0
f3f9e955-ad35-40bf-9822-7d36250f71e4,,False,0.0,low,,0.624927771572747,0,0.624927771572747,31060.0
7a1f5513-2f40-4e27-b9a9-36ab4b2e7180,,False,0.0,low,,0.6312238127112183,0,0.6312238127112183,25727.0
abf8543b-c88e-4598-824b-80b701ef0835,,False,0.0,low,,0.603827706184292,0,0.603827706184292,45091.0
ffd4c228-d497-465d-9ea6-2982db422db5,,False,0.0642,low,interaction_sparse_inconsistency,0.6104420549290486,0,0.6354516750026037,22437.0
c190fb35-f1a2-4dc9-9464-f6e50c9616e1,template_bio,True,0.1219,low,education_salary|interaction_sparse_inconsistency,0.7050372455177237,1,0.7409932052891133,1600.0
5714d0f0-3973-45be-a9ff-4f18663caaa0,,False,0.0,low,,0.6127435214118057,0,0.6127435214118057,40533.0
a3ef89d4-1977-4f3a-b93d-3edb1ea33f0e,,False,0.2609,low,salary_profession,0.6318017071838906,0,0.7278646417796135,2209.0
2123432b-4aca-40e4-bcc8-53641ea7d425,,False,0.0711,low,email_quality,0.6308068750195378,0,0.6570565062056486,10908.0
45a5134f-6985-4ad0-85c1-c3872447e9a2,,False,0.0642,low,interaction_sparse_inconsistency,0.5981329731359368,0,0.6239328362606097,31911.0
79d3097b-0413-4c6e-819c-4587501489a5,,False,0.0,low,,0.6196265550541857,0,0.6196265550541857,35437.0
db891c81-5bde-4873-ae21-b29f6cfefc24,,False,0.0642,low,interaction_sparse_inconsistency,0.638540332042567,0,0.6617460427254342,9494.0
4b002eef-27ff-4f82-8c74-c31b4f97970d,financial_scam,True,0.0,low,,0.6269161634091776,0,0.6269161634091776,29305.0
6e99c7c4-522b-44e0-9fe5-d5b19f622e8c,,False,0.1611,low,age_experience,0.619820132005855,0,0.6810671087397118,5977.0
222014a9-697c-46ec-80c1-3a33d82bfbd4,,False,0.0,low,,0.6306008959733131,0,0.6306008959733131,26211.0
987c642f-d78c-4d55-9b6b-af5cb047708f,,False,0.0,low,,0.5436277387746884,0,0.5436277387746884,49106.0
2cf56b57-92c9-4a16-b766-16011d784a3f,,False,0.0,low,,0.6187025734546119,0,0.6187025734546119,36180.0
385ef0d2-265b-4e9c-a4a3-b2cf08bae775,,False,0.0,low,,0.6255446985259552,0,0.6255446985259552,30506.0
6a6e46f6-64a9-423d-b2f4-8037983f4059,,False,0.1465,low,education_salary,0.6354355088802577,0,0.6888442068292999,5141.0
929196bb-f054-4dd0-a361-a9f1b4693982,,False,0.0642,low,interaction_sparse_inconsistency,0.6171637734945227,0,0.6417418592361743,18292.0
13b9dda7-7765-401d-bc20-fc1465d6250c,,False,0.2896,low,salary_profession|interaction_sparse_inconsistency,0.6320912867557171,0,0.7386376501112615,1711.0
5127e95c-9237-4a3d-81be-254064132327,,False,0.0,low,,0.6409233133338788,0,0.6409233133338788,18781.0
c40d85f9-2cf7-4864-a2b3-f327bf93543f,,False,0.0,low,,0.6036736921893882,0,0.6036736921893882,45142.0
5a040e5b-8525-473f-99dc-76ebf6c1cbf4,,False,0.2581,low,age_experience,0.6208827298581436,0,0.7187328972817568,2820.0
a64da2d3-a610-4838-95fd-4580c611d61d,,False,0.0,low,,0.6505303637176351,0,0.6505303637176351,13510.0
9368ce2c-3d46-44e2-a9b7-b10259517d19,,False,0.0711,low,email_quality,0.6424754924475109,0,0.6678954849344929,8013.0
97c74025-e1b9-492a-bba1-d3e268a82040,,False,0.1611,low,age_experience,0.6323700688799955,0,0.6915952507834282,4889.0
2ebc5d32-a32f-481c-b881-d553bf22ea83,,False,0.1307,low,email_quality,0.6291776681275891,0,0.6776441469033132,6407.0
b8b4f782-3670-408e-bcce-f45947a3b3d4,,False,0.0,low,,0.6162899673128628,0,0.6162899673128628,38026.0
a445b4bd-4cf2-4d96-9b4e-60039a050dd1,,False,0.0,low,,0.42606878774083823,0,0.42606878774083823,49846.0
e308859d-7cfc-4414-9f1e-894c14a94cf3,,False,0.0,low,,0.6173970484956964,0,0.6173970484956964,37205.0
6788254f-3aa5-4e68-a24b-6d1ba30605bd,,False,0.0711,low,email_quality,0.6257147075246581,0,0.6523263918196549,12735.0
b28172d0-45b2-400d-84fe-22e732b032df,,False,0.2455,low,education_salary|email_quality,0.5810267845013304,0,0.6838847089062539,5657.0
adab7636-938a-4988-abeb-21bb52511749,,False,0.0,low,,0.6122991097677949,0,0.6122991097677949,40819.0
bec4b880-5eb6-45b6-9223-ab8081a134a4,,False,0.0711,low,email_quality,0.6324599088235188,0,0.6585920093061666,10419.0
1fe9395f-6aa4-4121-8213-b4aec94ae37c,multi,True,0.1307,low,email_quality,0.6592588624345477,1,0.7037937291143523,3889.0
fc14b639-054c-453f-a9d8-5b44bd031423,,False,0.1717,low,education_salary,0.6219508460399632,0,0.6868618857749015,5344.0
d2ba7d53-8e25-4fcb-8707-e4b7b68bcfec,,False,0.0,low,,0.6176956304742541,0,0.6176956304742541,36979.0
eb7ca979-22be-4afd-a65b-84096aee5e86,,False,0.0,low,,0.6138441011827553,0,0.6138441011827553,39775.0
95e391f4-666f-4c7b-bf80-a1294daa0422,,False,0.0642,low,interaction_sparse_inconsistency,0.649270676202667,0,0.6717874987904557,7281.0
4cca1c01-01b5-4bfe-965b-71083f191eef,,False,0.0,low,,0.6176608349254359,0,0.6176608349254359,37008.0
bc2ad590-f3e4-4650-bdc7-d7264e59bb00,,False,0.0,low,,0.5868867004365907,0,0.5868867004365907,47140.0
d3301fdb-d9bc-41c3-bb4f-8f35b580feb0,,False,0.0,low,,0.6454941755743868,0,0.6454941755743868,16054.0
d814cdeb-99c2-43b7-bc5d-e596f30fcf65,,False,0.0,low,,0.6322395613943149,0,0.6322395613943149,24882.0
85f2e3c1-2af3-4ce6-84c3-014a0d1eda80,,False,0.0,low,,0.6194948917179379,0,0.6194948917179379,35542.0
d68954e1-f513-4f83-b84b-68feaac43e8b,,False,0.0,low,,0.6139828753963998,0,0.6139828753963998,39675.0
3b31e3a7-fe89-4563-a8f8-1e7175730993,,False,0.0,low,,0.6308307365658217,0,0.6308307365658217,26028.0
3e37d0ae-66f7-461a-8a2b-37b4b1ed16be,,False,0.0,low,,0.6350675877726999,0,0.6350675877726999,22707.0
f18f0df2-500d-4954-89ac-9ffc4d34683d,,False,0.0,low,,0.6060204262508896,0,0.6060204262508896,44223.0
1c686fd8-c442-4ed2-9b5a-fd26bb2d10b1,multi,True,0.5869,high,education_profession|education_salary|interaction_sparse_inconsistency,0.6490284499020946,1,0.8550136526545553,191.0
304022af-ab8f-4a35-ae62-2b8f5a436c16,,False,0.0,low,,0.6242491766619787,0,0.6242491766619787,31639.0
cac0c104-14e6-4523-b1f6-70f995b522a0,,False,0.0,low,,0.6217078897064743,0,0.6217078897064743,33766.0
c5024dd3-d17d-4a5b-9079-4ea4abc59d33,,False,0.0,low,,0.6244422826171376,0,0.6244422826171376,31489.0
671570f8-059c-418d-8cdb-40a6f1f29220,,False,0.0,low,,0.6491014139789947,0,0.6491014139789947,14170.0
79da2f4e-63c2-4f60-aeec-f3dcdd3ec587,,False,0.0,low,,0.6333150622743413,0,0.6333150622743413,24048.0
61c511a4-1474-4c35-9c7a-8107cbbc807d,,False,0.0,low,,0.6373249502445051,0,0.6373249502445051,21129.0
669837e5-aa11-4589-bd06-1fd53c4ff8fc,,False,0.0,low,,0.6360666735125713,0,0.6360666735125713,22010.0
16a8d4f1-a79a-4ca5-bab7-a7b6f4acdd08,template_bio,True,0.0,low,,0.6839007615173823,1,0.6839007615173823,5653.0
4c43751b-41b5-46dd-8a7a-6d068d600a0b,,False,0.0642,low,interaction_sparse_inconsistency,0.6084118263154996,0,0.6335517870660445,23862.0
ef25c7af-2e30-4a13-a38a-42df8b953cd7,,False,0.0711,low,email_quality,0.6356836416043078,0,0.6615865346862415,9550.0
f175b451-665b-4d1c-b5ef-d144b70f1b06,,False,0.0,low,,0.6088323402203208,0,0.6088323402203208,42885.0
83a1c4d6-596b-4520-be0b-9d48bee37aa2,,False,0.0,low,,0.5719902529360538,0,0.5719902529360538,48343.0
7c3e8291-0410-46a4-bb1f-2badb460ffdc,,False,0.0,low,,0.6333778301713188,0,0.6333778301713188,24003.0
2243ec61-7673-432a-bc90-f9a283336c66,,False,0.0711,low,email_quality,0.6512775410196411,0,0.6760717078531446,6617.0
bc618db9-389f-4af5-92dd-9568afbb71ce,multi,True,0.0642,low,interaction_sparse_inconsistency,0.6965627397825089,1,0.7160434118884719,2983.0
df216f57-ef2d-4e1d-8f95-9c48afccb123,,False,0.0711,low,email_quality,0.6144457532461579,0,0.641858660190356,18208.0
ad32e005-8beb-4dd1-9664-8bfcc7f70e25,,False,0.0,low,,0.6440306874464528,0,0.6440306874464528,16888.0
598b2402-b67b-4978-a4ba-1af198bbb919,,False,0.0,low,,0.6178485714469739,0,0.6178485714469739,36882.0
52d0b2b9-6bf8-4f83-81d6-81e5279693ba,,False,0.0,low,,0.6307931567618392,0,0.6307931567618392,26059.0
9a399fe7-7120-4da6-a50a-dd68f4e4aac9,,False,0.1713,low,education_salary,0.6258660275834785,0,0.6899551770584287,5065.0
9127ca9e-eacb-48dc-953a-75a649b2a3c7,,False,0.0711,low,email_quality,0.6427666117231488,0,0.6681659056296329,7959.0
a4ab4fbd-8392-4625-bf22-c776291a810c,,False,0.0,low,,0.6096851611980898,0,0.6096851611980898,42396.0
3c5fc019-4458-45d0-85c1-0a718d891825,financial_scam,True,0.0,low,,0.6284529133550135,0,0.6284529133550135,28002.0
d166b3df-d094-4702-b26e-f5a5ece58668,,False,0.0711,low,email_quality,0.6189692900052812,0,0.6460605734859057,15736.0
29f3ac2a-95f2-44dc-a52a-5bb325bd3e7b,template_bio,True,0.0,low,,0.681845654502802,1,0.681845654502802,5871.0
0d59d404-1a1a-4438-8518-0630857f3da9,,False,0.0642,low,interaction_sparse_inconsistency,0.6481899385932304,0,0.670776144535545,7437.0
40b19fe2-3f2d-48d8-b836-85d256d06a45,,False,0.0711,low,email_quality,0.6324313010866867,0,0.6585654355794233,10428.0
145a8f78-e7c2-4ba2-af7d-a58e91b73bea,,False,0.0,low,,0.6268428922715215,0,0.6268428922715215,29368.0
995a1edc-3bc1-4af4-a8e8-5f3c05690552,,False,0.0,low,,0.6325309697069467,0,0.6325309697069467,24652.0
5b355a76-0ea0-424e-8f58-5be0c4046604,,False,0.1307,low,email_quality,0.6312949611848984,0,0.6794847097580321,6163.0
a30dbde1-cff5-4b8a-928d-5d069b4d4247,,False,0.0,low,,0.6257041430862247,0,0.6257041430862247,30378.0
66509a53-f5c3-4b3d-bb14-ee4acec8fbfb,,False,0.0,low,,0.62715185669977,0,0.62715185669977,29093.0
416f9107-e7c7-4514-8070-75f3673131fd,coordinated_ring,True,0.0,low,,0.6120060879875302,0,0.6120060879875302,41004.0
5092045d-8930-498f-b6ce-42455abd44a7,,False,0.0,low,,0.6212694571806079,0,0.6212694571806079,34116.0
3a72359a-d9ca-4708-b08a-0dbfb429572c,,False,0.0,low,,0.6278639580336332,0,0.6278639580336332,28512.0
2434cf7c-d62b-4966-8d8e-36f0f1276453,,False,0.1307,low,email_quality,0.6499146364167822,0,0.6956707934371087,4507.0
9c4d6ece-15e8-46e0-b8d0-810137f563c3,,False,0.0,low,,0.5760145214920367,0,0.5760145214920367,47980.0
eb663d71-6a0c-4184-aca4-f18dee811c6f,,False,0.0,low,,0.6332215669452252,0,0.6332215669452252,24114.0
01d9728f-e880-419c-9add-aded1a557b9f,,False,0.1307,low,email_quality,0.6076069649907456,0,0.6588927346664553,10324.0
b3093533-66bf-4ea9-a0c9-1dec2c875724,,False,0.0,low,,0.6150663969339539,0,0.6150663969339539,38925.0
dd46f5db-ddba-4261-adf3-631266370981,,False,0.0642,low,interaction_sparse_inconsistency,0.6379942162219284,0,0.6612349875404806,9653.0
846554d6-174e-4968-af10-5b5db58cbd9b,,False,0.1152,low,interaction_sparse_inconsistency,0.597221812262523,0,0.6436218594898804,17113.0
71faeba3-a58c-4800-9243-809e21368652,,False,0.0,low,,0.6255161458310385,0,0.6255161458310385,30538.0
c9a42e78-432f-4933-b866-309e7e0edda5,,False,0.0642,low,interaction_sparse_inconsistency,0.6261792978180708,0,0.6501785868981507,13662.0
b3245a9c-25b1-42b4-9c0a-7d7f04494f00,,False,0.0711,low,email_quality,0.6280114494644964,0,0.6544598354075707,11857.0
bbacc060-dc91-4a91-a286-a855156932cc,,False,0.0,low,,0.6017003752193517,0,0.6017003752193517,45740.0
